episode,p1_win_rate_batch,p2_oversampling_ratio,actor_loss,critic_loss,total_loss,policy_entropy
4703,0.75,1.0,0.17706942558288574,0.923069953918457,0.6386044025421143,0.4735265374183655
4719,0.5,1.0,-0.20944048464298248,0.9283202886581421,0.25471967458724976,0.4706679880619049
4735,0.4375,1.0,-0.02451111003756523,1.0525856018066406,0.501781702041626,0.4338025748729706
4751,0.75,1.0,-0.0028199157677590847,0.9462219476699829,0.47029104828834534,0.43894442915916443
4767,0.5625,1.0,-0.035532958805561066,0.9924275279045105,0.4606808125972748,0.4414633512496948
4783,0.3125,1.0,-0.2488669455051422,0.9337821006774902,0.2180241048336029,0.43845418095588684
4799,0.6875,1.0,-0.04458146542310715,1.039530634880066,0.4751838445663452,0.47132787108421326
4815,0.625,1.0,0.14750581979751587,0.9037346839904785,0.5993731617927551,0.5232439041137695
4831,0.6875,1.0,-0.010219098068773746,0.9601379632949829,0.4698498845100403,0.5588439702987671
4847,0.5625,1.0,0.05286591127514839,1.0877729654312134,0.596752405166626,0.5984724164009094
4863,0.3125,1.0,0.06761680543422699,1.0029406547546387,0.5690871477127075,0.6347855925559998
4879,0.5,1.0,0.15637484192848206,0.9646378755569458,0.6386938095092773,0.6665183305740356
4895,0.25,1.0,-0.11707625538110733,0.9307305216789246,0.34828901290893555,0.7008872628211975
4911,0.5,1.0,-0.2749839425086975,0.8864211440086365,0.16822662949562073,0.7385437488555908
4927,0.625,1.0,-0.0776371955871582,1.1168030500411987,0.48076432943344116,0.7365983128547668
4943,0.625,1.0,0.14464102685451508,0.9761930108070374,0.6327375173568726,0.7481927275657654
4959,0.5,1.0,0.06878980249166489,0.9558981657028198,0.546738862991333,0.7464303970336914
4975,0.3125,1.0,0.011143029667437077,1.0458475351333618,0.5340667963027954,0.7497106194496155
4991,0.5,1.0,0.041557759046554565,0.8880612254142761,0.4855883717536926,0.744982123374939
5007,0.625,1.0,0.015300389379262924,0.90763920545578,0.46911999583244324,0.7341967821121216
5023,0.625,1.0,-0.04489852488040924,1.0067009925842285,0.4584519863128662,0.7358053922653198
5039,0.5625,1.0,-0.12336550652980804,0.9113233685493469,0.3322961926460266,0.7394811511039734
5055,0.5,1.0,-0.0460854135453701,0.9210344552993774,0.4144318103790283,0.7262945771217346
5071,0.625,1.0,-0.07805830985307693,0.9119227528572083,0.3779030740261078,0.7126550078392029
5087,0.5,1.0,0.020907897502183914,0.8594866991043091,0.45065125823020935,0.7109857201576233
5103,0.625,1.0,-0.16260729730129242,0.9442223310470581,0.30950385332107544,0.6772267818450928
5119,0.5625,1.0,-0.0408870130777359,0.9442543387413025,0.43124014139175415,0.6659810543060303
5135,0.75,1.0,0.046169161796569824,1.038412094116211,0.5653752088546753,0.6574801206588745
5151,0.5625,1.0,0.18457548320293427,0.9562686681747437,0.6627098321914673,0.6478244662284851
5167,0.5,1.0,0.07741733640432358,1.0130910873413086,0.5839628577232361,0.6461178660392761
5183,0.375,1.0,-0.1466030478477478,0.949350118637085,0.3280720114707947,0.5933477878570557
5199,0.5625,1.0,-0.09274527430534363,0.9131408333778381,0.36382514238357544,0.5600297451019287
5215,0.4375,1.0,-0.10338401794433594,1.0119004249572754,0.40256619453430176,0.537781298160553
5231,0.3125,1.0,-0.18208128213882446,1.1386030912399292,0.38722026348114014,0.48528674244880676
5247,0.5,1.0,0.054040148854255676,0.9368736743927002,0.5224769711494446,0.4661824405193329
5263,0.4375,1.0,0.14302271604537964,1.0751045942306519,0.6805750131607056,0.4460087716579437
5279,0.625,1.0,0.21558122336864471,0.9489403367042542,0.6900513768196106,0.43099725246429443
5295,0.4375,1.0,0.003810636233538389,1.056748628616333,0.5321849584579468,0.42084801197052
5311,0.375,1.0,-0.24686403572559357,1.0223102569580078,0.26429110765457153,0.39930519461631775
5327,0.5625,1.0,-0.1809576004743576,0.9362165331840515,0.28715068101882935,0.3691519796848297
5343,0.375,1.0,-0.1724502444267273,0.9478139877319336,0.3014567494392395,0.34011968970298767
5359,0.6875,1.0,-0.07541029155254364,0.9341732859611511,0.3916763663291931,0.31234872341156006
5375,0.5625,1.0,0.0422571636736393,0.9307398200035095,0.5076270699501038,0.26109981536865234
5391,0.5625,1.0,-0.0037668165750801563,1.013346791267395,0.5029065608978271,0.21613864600658417
5407,0.625,1.0,0.099232517182827,0.9650874137878418,0.5817762017250061,0.18973976373672485
5423,0.625,1.0,0.08922918140888214,0.9407402276992798,0.5595992803573608,0.1770666092634201
5439,0.6875,1.0,-0.04068347066640854,0.9538249373435974,0.43622899055480957,0.16815383732318878
5455,0.5,1.0,-0.0014734583673998713,0.987599790096283,0.49232643842697144,0.1541217863559723
5471,0.5625,1.0,-0.3868187665939331,0.974294126033783,0.10032829642295837,0.15511342883110046
5487,0.375,1.0,-0.2150806486606598,1.0014604330062866,0.2856495678424835,0.15698668360710144
5503,0.5,1.0,0.1409032642841339,0.9002963304519653,0.591051459312439,0.15102621912956238
5519,0.625,1.0,0.27555814385414124,0.9466294646263123,0.7488728761672974,0.15504522621631622
5535,0.3125,1.0,0.11280760169029236,1.098488450050354,0.662051796913147,0.13301728665828705
5551,0.625,1.0,-0.011456230655312538,0.9713540077209473,0.47422078251838684,0.11398012936115265
5567,0.6875,1.0,-0.34862205386161804,1.0109599828720093,0.1568579375743866,0.09982259571552277
5583,0.5,1.0,-0.2612883746623993,0.9650902152061462,0.22125673294067383,0.09696494042873383
5599,0.4375,1.0,-0.12925447523593903,1.0069184303283691,0.37420475482940674,0.0913044810295105
5615,0.75,1.0,0.3320353031158447,0.9755809903144836,0.8198257684707642,0.08426357060670853
5631,0.6875,1.0,0.3389025330543518,0.8967182040214539,0.7872616052627563,0.08718699216842651
5647,0.6875,1.0,0.190965935587883,0.9620301723480225,0.6719810366630554,0.07910838723182678
5663,0.5625,1.0,-0.07699879258871078,0.9921754002571106,0.4190889000892639,0.08764544874429703
5679,0.4375,1.0,-0.2521779537200928,0.9278982281684875,0.211771160364151,0.08976054936647415
5695,0.625,1.0,-0.39471864700317383,0.9711523056030273,0.09085750579833984,0.10043497383594513
5711,0.375,1.0,-0.05422423779964447,1.1194655895233154,0.505508542060852,0.10565071552991867
5727,0.6875,1.0,0.1386052966117859,0.9436086416244507,0.6104096174240112,0.1110113114118576
5743,0.5,1.0,0.22797144949436188,0.9386972784996033,0.6973201036453247,0.1146814227104187
5759,0.375,1.0,0.26678428053855896,0.9986898303031921,0.766129195690155,0.11412067711353302
5775,0.25,1.0,-0.04147171601653099,0.9891243577003479,0.45309045910835266,0.1161704808473587
5791,0.5625,1.0,-0.18385285139083862,0.9324884414672852,0.28239136934280396,0.1449996381998062
5807,0.5625,1.0,-0.13287781178951263,1.0119683742523193,0.37310636043548584,0.15648457407951355
5823,0.5625,1.0,-0.21127404272556305,0.9478634595870972,0.26265770196914673,0.17381583154201508
5839,0.5,1.0,0.039346400648355484,0.9713777899742126,0.5250353217124939,0.18909230828285217
5855,0.4375,1.0,0.09701406210660934,0.9116530418395996,0.5528405904769897,0.19492357969284058
5871,0.5,1.0,0.10463538765907288,1.0448063611984253,0.6270385980606079,0.20520614087581635
5887,0.5625,1.0,0.17652150988578796,0.974303126335144,0.6636730432510376,0.22085411846637726
5903,0.4375,1.0,-0.17925074696540833,0.9602242708206177,0.3008613884449005,0.25394004583358765
5919,0.625,1.0,-0.01748395524919033,0.9368270039558411,0.45092955231666565,0.25283029675483704
5935,0.6875,1.0,-0.052023399621248245,0.92994624376297,0.41294971108436584,0.25440049171447754
5951,0.4375,1.0,-0.16771622002124786,1.0606443881988525,0.3626059889793396,0.2587088942527771
5967,0.375,1.0,0.012295209802687168,0.9855130910873413,0.5050517320632935,0.30797597765922546
5983,0.625,1.0,-0.046745724976062775,0.9292885661125183,0.417898565530777,0.2707892656326294
5999,0.375,1.0,0.12048157304525375,1.0043901205062866,0.6226766109466553,0.28908663988113403
6015,0.6875,1.0,0.018017588183283806,0.9496099948883057,0.4928225874900818,0.2824450135231018
6031,0.6875,1.0,-0.012644844129681587,0.891394853591919,0.43305256962776184,0.278668612241745
6047,0.625,1.0,-0.08401647210121155,0.8940950036048889,0.3630310297012329,0.3328896164894104
6063,0.5,1.0,-0.1872558295726776,0.9068282842636108,0.2661583125591278,0.3043745458126068
6079,0.625,1.0,0.11012457311153412,1.0137691497802734,0.617009162902832,0.3136400282382965
6095,0.625,1.0,0.06389053165912628,0.9059731960296631,0.5168771147727966,0.315803200006485
6111,0.4375,1.0,-0.09237304329872131,1.0111913681030273,0.41322264075279236,0.3038058578968048
6127,0.6875,1.0,-0.13264639675617218,0.9764956831932068,0.35560142993927,0.2936024069786072
6143,0.5,1.0,0.15673565864562988,1.003228783607483,0.6583500504493713,0.3006821274757385
6159,0.5,1.0,0.10672041773796082,0.9220281839370728,0.5677344799041748,0.30133259296417236
6175,0.4375,1.0,-0.22947129607200623,0.9704128503799438,0.2557351291179657,0.2845652401447296
6191,0.5625,1.0,-0.026642676442861557,0.9294362664222717,0.438075453042984,0.24881453812122345
6207,0.75,1.0,-0.1618262678384781,0.9299007058143616,0.3031240701675415,0.21436819434165955
6223,0.5,1.0,0.1622350662946701,1.0324018001556396,0.6784359812736511,0.17973609268665314
6239,0.6875,1.0,0.1618691235780716,0.9447097182273865,0.634223997592926,0.16746258735656738
6255,0.5625,1.0,0.15727654099464417,0.9749025106430054,0.6447278261184692,0.14427608251571655
6271,0.5625,1.0,-0.03851708397269249,0.9372321367263794,0.4300989806652069,0.13039530813694
6287,0.4375,1.0,-0.41715207695961,1.0143439769744873,0.09001991152763367,0.11918563395738602
6303,0.5,1.0,-0.35941505432128906,0.9942752122879028,0.13772255182266235,0.10574445873498917
6319,0.75,1.0,0.14091947674751282,0.8724960088729858,0.5771675109863281,0.10758235305547714
6335,0.5625,1.0,0.04697145149111748,0.9283379316329956,0.5111404061317444,0.1024072915315628
6351,0.625,1.0,0.11180339008569717,0.8943225145339966,0.5589646697044373,0.08489106595516205
6367,0.5,1.0,0.03704480826854706,0.9314692616462708,0.5027794241905212,0.08816148340702057
6383,0.75,1.0,-0.041774630546569824,0.8442103862762451,0.38033056259155273,0.07509876042604446
6399,0.5625,1.0,-0.15676374733448029,0.9052271246910095,0.2958498001098633,0.07828322052955627
6415,0.6875,1.0,-0.2294263243675232,0.9097912907600403,0.22546932101249695,0.07282549142837524
6431,0.4375,1.0,0.01528671383857727,0.9632307887077332,0.49690210819244385,0.0739976167678833
6447,0.75,1.0,0.13220727443695068,1.003760576248169,0.6340875625610352,0.07042407244443893
6463,0.5625,1.0,0.11393564939498901,1.0299361944198608,0.6289037466049194,0.07641027122735977
6479,0.75,1.0,-0.001441883621737361,1.0649359226226807,0.5310260653495789,0.07203615456819534
6495,0.5,1.0,-0.08326012641191483,1.065171241760254,0.4493255019187927,0.06833618134260178
6511,0.5,1.0,-0.12715572118759155,1.0043636560440063,0.3750261068344116,0.060956258326768875
6527,0.5625,1.0,-0.05565513297915459,0.9091160297393799,0.39890289306640625,0.062209054827690125
6543,0.5625,1.0,0.15133041143417358,0.989368736743927,0.6460148096084595,0.06162545084953308
6559,0.5625,1.0,0.1535654067993164,0.9346582889556885,0.6208945512771606,0.057926710695028305
6575,0.5625,1.0,-0.08687885850667953,0.9778879284858704,0.40206509828567505,0.05211248993873596
6591,0.4375,1.0,-0.13885994255542755,1.026740312576294,0.3745102286338806,0.05307503417134285
6607,0.6875,1.0,-0.18708373606204987,0.9051744341850281,0.265503466129303,0.0479445606470108
6623,0.4375,1.0,-0.03845096006989479,1.0251374244689941,0.4741177558898926,0.04713425040245056
6639,0.5625,1.0,0.23478256165981293,0.991039514541626,0.7303023338317871,0.04607698321342468
6655,0.625,1.0,0.08378604799509048,0.9002282023429871,0.5339001417160034,0.0531352236866951
6671,0.875,1.0,-0.17935848236083984,0.8482188582420349,0.2447509467601776,0.04878439009189606
6687,0.75,1.0,-0.22721397876739502,0.8779110908508301,0.21174156665802002,0.04886957257986069
6703,0.8125,1.0,-0.07342374324798584,0.9684187769889832,0.41078564524650574,0.04938311502337456
6719,0.4375,1.0,-0.06993486732244492,1.0445582866668701,0.45234426856040955,0.049793485552072525
6735,0.5625,1.0,0.24206098914146423,0.9181965589523315,0.7011592388153076,0.0498383603990078
6751,0.375,1.0,0.17282316088676453,1.099373459815979,0.7225098609924316,0.057728905230760574
6767,0.625,1.0,0.10145833343267441,0.9584187269210815,0.5806676745414734,0.06339633464813232
6783,0.625,1.0,-0.2605929672718048,0.9074357748031616,0.193124920129776,0.06483389437198639
6799,0.5,1.0,-0.3460586369037628,0.9613671898841858,0.13462495803833008,0.07346450537443161
6815,0.5,1.0,-0.08514462411403656,0.9950777888298035,0.41239428520202637,0.08299799263477325
6831,0.5,1.0,0.04841114953160286,1.033593773841858,0.5652080178260803,0.08692669123411179
6847,0.6875,1.0,-0.07534031569957733,0.808669924736023,0.32899463176727295,0.0917026698589325
6863,0.25,1.0,0.1589452475309372,0.9597251415252686,0.6388078331947327,0.11085197329521179
6879,0.625,1.0,-0.028929898515343666,0.9267464876174927,0.4344433546066284,0.12882521748542786
6895,0.625,1.0,-0.03595218434929848,0.8421806693077087,0.3851381540298462,0.1585705280303955
6911,0.4375,1.0,0.03932206705212593,1.0274088382720947,0.5530264973640442,0.15085263550281525
6927,0.4375,1.0,-0.4072909951210022,1.034500002861023,0.10995900630950928,0.167101189494133
6943,0.4375,1.0,-0.28195422887802124,0.9890462756156921,0.21256890892982483,0.20988024771213531
6959,0.5,1.0,-0.11663033068180084,1.0578069686889648,0.4122731685638428,0.2216719388961792
6975,0.6875,1.0,0.12076849490404129,0.8266549110412598,0.5340959429740906,0.2419985830783844
6991,0.625,1.0,0.2781074345111847,0.9733600616455078,0.7647874355316162,0.23885594308376312
7007,0.5625,1.0,-0.07727647572755814,0.9215390682220459,0.3834930658340454,0.23710648715496063
7023,0.5625,1.0,-0.0003686985292006284,0.9323287010192871,0.4657956659793854,0.23570656776428223
7039,0.625,1.0,-0.1327364444732666,0.9112486243247986,0.3228878676891327,0.23756077885627747
7055,0.3125,1.0,-0.08588138967752457,1.0647592544555664,0.44649824500083923,0.22825419902801514
7071,0.625,1.0,-0.23204343020915985,1.013047218322754,0.2744801640510559,0.24024716019630432
7087,0.625,1.0,0.20927374064922333,0.947380542755127,0.682964026927948,0.24638818204402924
7103,0.5625,1.0,0.22922863066196442,0.8332387208938599,0.6458479762077332,0.31184878945350647
7119,0.5625,1.0,0.11317646503448486,0.9821101427078247,0.6042315363883972,0.34815266728401184
7135,0.5625,1.0,-0.26352089643478394,0.9935342073440552,0.23324620723724365,0.36411240696907043
7151,0.5625,1.0,-0.06921853125095367,0.9241458177566528,0.39285439252853394,0.3824291229248047
7167,0.4375,1.0,0.05322151631116867,0.9915117025375366,0.5489773750305176,0.3853660225868225
7183,0.5,1.0,0.06548309326171875,1.0188424587249756,0.5749043226242065,0.38094621896743774
7199,0.6875,1.0,-0.19938924908638,0.9234615564346313,0.26234152913093567,0.3764783442020416
7215,0.375,1.0,-0.1477009803056717,0.9467663764953613,0.32568222284317017,0.3910342752933502
7231,0.625,1.0,0.0752367228269577,0.9263450503349304,0.5384092330932617,0.36790189146995544
7247,0.5625,1.0,-0.0384824275970459,0.860776960849762,0.3919060528278351,0.3650718331336975
7263,0.625,1.0,0.15595203638076782,0.9308558702468872,0.6213799715042114,0.37478429079055786
7279,0.625,1.0,-0.09125158935785294,0.8936512470245361,0.3555740416049957,0.38994964957237244
7295,0.5625,1.0,-0.2451263964176178,0.8810459971427917,0.19539660215377808,0.3921249210834503
7311,0.5,1.0,-0.1792076677083969,0.9628394246101379,0.30221205949783325,0.3965846002101898
7327,0.5625,1.0,-0.14419348537921906,0.9565803408622742,0.33409667015075684,0.4150269031524658
7343,0.5,1.0,0.20027512311935425,1.0188647508621216,0.709707498550415,0.4256567060947418
7359,0.8125,1.0,0.03871212154626846,0.8160542845726013,0.4467392563819885,0.46233081817626953
7375,0.5625,1.0,0.11759573966264725,0.9166315793991089,0.5759115219116211,0.49510422348976135
7391,0.375,1.0,-0.009220046922564507,1.024953007698059,0.5032564401626587,0.5355908274650574
7407,0.625,1.0,-0.3278700113296509,0.953086256980896,0.14867311716079712,0.5642214417457581
7423,0.4375,1.0,-0.11854758113622665,0.9624580144882202,0.36268141865730286,0.6112455725669861
7439,0.6875,1.0,0.06629358977079391,0.8209220170974731,0.4767546057701111,0.6509752869606018
7455,0.4375,1.0,-0.0030290994327515364,1.0505107641220093,0.5222262740135193,0.6698623299598694
7471,0.5625,1.0,0.37219229340553284,1.0092463493347168,0.8768154382705688,0.6839253306388855
7487,0.5,1.0,-0.07304663956165314,1.0483044385910034,0.45110559463500977,0.6979662775993347
7503,0.5625,1.0,-0.15015636384487152,0.8983573317527771,0.2990223169326782,0.7061126828193665
7519,0.625,1.0,-0.2655237317085266,0.9100239276885986,0.1894882321357727,0.6911723017692566
7535,0.625,1.0,-0.09883487969636917,0.8808169960975647,0.3415736258029938,0.660285472869873
7551,0.5625,1.0,-0.22079536318778992,0.9445307850837708,0.25147002935409546,0.6160398125648499
7567,0.5625,1.0,0.036395322531461716,0.9454866051673889,0.5091386437416077,0.5778883099555969
7583,0.5625,1.0,0.2600705027580261,0.9969055652618408,0.7585232853889465,0.5134278535842896
7599,0.625,1.0,0.13013692200183868,0.9963489174842834,0.6283113956451416,0.4612530469894409
7615,0.6875,1.0,-0.06489302217960358,0.9635450839996338,0.4168795347213745,0.3962022662162781
7631,0.6875,1.0,-0.07678522169589996,0.8423535227775574,0.34439152479171753,0.382142573595047
7647,0.375,1.0,-0.19620569050312042,1.0306696891784668,0.31912916898727417,0.36533820629119873
7663,0.5,1.0,-0.12333454936742783,0.8624981045722961,0.30791449546813965,0.3605085611343384
7679,0.6875,1.0,-0.10634893923997879,0.8828592896461487,0.33508071303367615,0.355629026889801
7695,0.5625,1.0,0.11313772946596146,1.0342038869857788,0.6302396655082703,0.36728715896606445
7711,0.5,1.0,0.13194140791893005,1.033672571182251,0.6487777233123779,0.353507399559021
7727,0.5625,1.0,-0.08420474827289581,0.8892608284950256,0.3604256510734558,0.36116957664489746
7743,0.4375,1.0,-0.3456144630908966,0.9614281058311462,0.1350995898246765,0.3738436698913574
7759,0.5625,1.0,-0.013167952187359333,1.0189158916473389,0.496289998292923,0.36938560009002686
7775,0.4375,1.0,-0.10816380381584167,0.9830682873725891,0.3833703398704529,0.37711071968078613
7791,0.6875,1.0,0.19812293350696564,0.9446534514427185,0.6704496741294861,0.3786833584308624
7807,0.5625,1.0,0.07012223452329636,0.8966030478477478,0.5184237360954285,0.37142500281333923
7823,0.625,1.0,-0.08131146430969238,0.8968115448951721,0.3670943081378937,0.3944019675254822
7839,0.4375,1.0,0.09647077322006226,1.0306180715560913,0.6117798089981079,0.41215431690216064
7855,0.5,1.0,-0.3253873586654663,0.9685983061790466,0.158911794424057,0.46702560782432556
7871,0.5625,1.0,0.0534604974091053,0.9984087944030762,0.5526648759841919,0.5064929127693176
7887,0.5625,1.0,-0.10581448674201965,0.977612316608429,0.3829916715621948,0.5532162189483643
7903,0.4375,1.0,0.16490484774112701,1.0434242486953735,0.6866169571876526,0.5809752941131592
7919,0.625,1.0,-0.011905819177627563,1.0025445222854614,0.48936644196510315,0.6220353841781616
7935,0.625,1.0,-0.06888812780380249,0.9771770238876343,0.41970038414001465,0.6395016312599182
7951,0.625,1.0,-0.1530582755804062,0.8804921507835388,0.2871878147125244,0.6680517792701721
7967,0.625,1.0,-0.2157212793827057,0.7971621155738831,0.18285977840423584,0.6646084785461426
7983,0.375,1.0,0.10151314735412598,0.9677832126617432,0.5854047536849976,0.6702958941459656
7999,0.625,1.0,0.085223488509655,0.9208950996398926,0.5456710457801819,0.670502781867981
8015,0.625,1.0,0.09587365388870239,0.9674941301345825,0.5796207189559937,0.6705560684204102
8031,0.5625,1.0,-0.042136527597904205,1.0063831806182861,0.46105507016181946,0.6815043687820435
8047,0.4375,1.0,-0.24310468137264252,0.9943429827690125,0.2540668249130249,0.6804684996604919
8063,0.5625,1.0,-0.03472904488444328,0.9634523391723633,0.44699713587760925,0.6838572025299072
8079,0.625,1.0,0.16449375450611115,0.8965568542480469,0.6127721667289734,0.679478108882904
8095,0.4375,1.0,0.21143987774848938,0.9418298602104187,0.6823548078536987,0.676677405834198
8111,0.625,1.0,-0.01517453696578741,0.9087830781936646,0.4392170011997223,0.6745114326477051
8127,0.6875,1.0,-0.1163262128829956,1.0344072580337524,0.4008774161338806,0.6570019721984863
8143,0.625,1.0,-0.23273052275180817,0.8346500396728516,0.18459449708461761,0.6371877789497375
8159,0.6875,1.0,-0.015526007860898972,0.8231618404388428,0.3960549235343933,0.5988218188285828
8175,0.375,1.0,-0.15835395455360413,1.0948479175567627,0.3890700042247772,0.5405983328819275
8191,0.625,1.0,-0.11723695695400238,0.8517479300498962,0.30863702297210693,0.4957399070262909
8207,0.6875,1.0,-0.08788813650608063,0.9344885945320129,0.37935614585876465,0.4301241636276245
8223,0.5,1.0,0.14429835975170135,0.9907253384590149,0.6396610140800476,0.34726211428642273
8239,0.625,1.0,0.0957341268658638,0.932462751865387,0.5619655251502991,0.2669271230697632
8255,0.6875,1.0,-0.1985347867012024,0.8931851387023926,0.2480577826499939,0.19766849279403687
8271,0.5,1.0,0.16129565238952637,1.1130180358886719,0.7178046703338623,0.15933051705360413
8287,0.5625,1.0,-0.029559951275587082,0.9542185068130493,0.44754931330680847,0.133449524641037
8303,0.625,1.0,-0.1318904310464859,0.82875657081604,0.2824878692626953,0.11250293999910355
8319,0.625,1.0,-0.09890121966600418,0.9602740406990051,0.381235808134079,0.102205291390419
8335,0.625,1.0,0.15011359751224518,0.984331488609314,0.642279326915741,0.09007015824317932
8351,0.625,1.0,0.031130781397223473,0.9235655665397644,0.4929135739803314,0.08870545774698257
8367,0.5625,1.0,-0.05822032690048218,0.9182511568069458,0.4009052515029907,0.07353650778532028
8383,0.4375,1.0,0.01852230727672577,1.0852267742156982,0.5611357092857361,0.07083942741155624
8399,0.5625,1.0,-0.20195220410823822,1.0145264863967896,0.30531102418899536,0.06784753501415253
8415,0.5625,1.0,-0.2654208540916443,1.0682371854782104,0.26869773864746094,0.05767301470041275
8431,0.5625,1.0,-0.03290275111794472,0.9984679222106934,0.46633121371269226,0.062204454094171524
8447,0.6875,1.0,0.3339349329471588,0.8965626358985901,0.7822162508964539,0.0550307035446167
8463,0.6875,1.0,-0.04407979175448418,0.9557414650917053,0.4337909519672394,0.056471146643161774
8479,0.5,1.0,0.04201297089457512,1.0033681392669678,0.5436970591545105,0.055182650685310364
8495,0.75,1.0,-0.31059762835502625,0.7981172800064087,0.0884610116481781,0.05122582986950874
8511,0.625,1.0,-0.0793929398059845,0.9778714776039124,0.4095427989959717,0.05440770089626312
8527,0.5625,1.0,-0.1440511792898178,0.9416123032569885,0.32675498723983765,0.053118690848350525
8543,0.6875,1.0,0.1450159251689911,0.8819445371627808,0.5859881639480591,0.04067740589380264
8559,0.4375,1.0,-0.03136004880070686,1.0618401765823364,0.49956002831459045,0.04193321242928505
8575,0.625,1.0,-0.08675388246774673,0.8804547786712646,0.3534735143184662,0.047732796519994736
8591,0.375,1.0,0.06152720004320145,1.02834951877594,0.5757019519805908,0.04014166072010994
8607,0.6875,1.0,-0.021168963983654976,0.8145973086357117,0.3861296772956848,0.03719271719455719
8623,0.625,1.0,-0.10441745072603226,0.8103147745132446,0.30073994398117065,0.03955408185720444
8639,0.625,1.0,-0.07716955989599228,0.9229450225830078,0.38430294394493103,0.04127167910337448
8655,0.5625,1.0,-0.26423776149749756,1.043054223060608,0.2572893500328064,0.041708070784807205
8671,0.8125,1.0,-0.1797352135181427,0.8271618485450745,0.23384571075439453,0.04300751909613609
8687,0.625,1.0,0.28398072719573975,0.8963983654975891,0.7321798801422119,0.040187738835811615
8703,0.5,1.0,0.10386541485786438,1.0089640617370605,0.6083474159240723,0.038550760596990585
8719,0.625,1.0,0.03730151429772377,0.9186316132545471,0.49661731719970703,0.03938416764140129
8735,0.875,1.0,-0.13858982920646667,0.7741532921791077,0.24848681688308716,0.04062967747449875
8751,0.375,1.0,-0.21997195482254028,0.9749900698661804,0.2675230801105499,0.0431230366230011
8767,0.6875,1.0,-0.06969518959522247,0.8996543288230896,0.38013195991516113,0.047213975340127945
8783,0.5625,1.0,0.0008103172876872122,0.9225706458091736,0.4620956480503082,0.04548964649438858
8799,0.4375,1.0,0.14338244497776031,0.9607459902763367,0.6237554550170898,0.04653295874595642
8815,0.625,1.0,-0.0779101625084877,0.8921288251876831,0.36815425753593445,0.045032355934381485
8831,0.625,1.0,0.13795754313468933,0.9385733604431152,0.6072442531585693,0.048745594918727875
8847,0.5,1.0,-0.02812790870666504,0.8892040252685547,0.4164741039276123,0.05046941339969635
8863,0.75,1.0,-0.38148239254951477,0.8045880794525146,0.020811647176742554,0.052844829857349396
8879,0.6875,1.0,-0.12933610379695892,0.8644654154777527,0.3028966188430786,0.051232822239398956
8895,0.625,1.0,-0.025805123150348663,0.9844722151756287,0.46643099188804626,0.04730416089296341
8911,0.625,1.0,0.15148016810417175,1.0662580728530884,0.6846091747283936,0.04497688636183739
8927,0.4375,1.0,0.041534893214702606,1.1468729972839355,0.614971399307251,0.05573458969593048
8943,0.5,1.0,0.10385296493768692,0.9990460276603699,0.6033759713172913,0.05388414114713669
8959,0.75,1.0,0.011101655662059784,0.9297161102294922,0.4759597182273865,0.05261697620153427
8975,0.5,1.0,-0.1637991964817047,1.1051592826843262,0.3887804448604584,0.05442399904131889
8991,0.75,1.0,-0.3709190785884857,0.7923934459686279,0.025277644395828247,0.0614921934902668
9007,0.6875,1.0,0.015547296963632107,0.8522343039512634,0.441664457321167,0.06091931834816933
9023,0.625,1.0,0.3734782040119171,0.8698300123214722,0.8083932399749756,0.07453756779432297
9039,0.5,1.0,0.18442481756210327,1.0434203147888184,0.7061349749565125,0.0709909051656723
9055,0.625,1.0,-0.09800008684396744,0.8526286482810974,0.32831424474716187,0.07961679995059967
9071,0.75,1.0,-0.35586628317832947,0.8601571321487427,0.07421228289604187,0.08191271126270294
9087,0.5,1.0,-0.363040030002594,1.0320645570755005,0.15299224853515625,0.08768118917942047
9103,0.8125,1.0,-0.14664457738399506,0.7685514092445374,0.23763112723827362,0.10152158886194229
9119,0.5,1.0,0.08955631405115128,1.0581542253494263,0.6186334490776062,0.0992375984787941
9135,0.375,1.0,0.3137373924255371,1.1397372484207153,0.8836060166358948,0.10201050341129303
9151,0.8125,1.0,0.23226520419120789,0.8235729336738586,0.6440516710281372,0.09873066842556
9167,0.5625,1.0,-0.007796206045895815,0.9693165421485901,0.4768620729446411,0.10165800899267197
9183,0.625,1.0,0.15392781794071198,0.8953351974487305,0.601595401763916,0.12069816887378693
9199,0.5625,1.0,-0.5125680565834045,0.9740099310874939,-0.025563091039657593,0.1307426542043686
9215,0.5,1.0,-0.42506077885627747,1.1621747016906738,0.15602657198905945,0.12082833796739578
9231,0.5625,1.0,-0.17330048978328705,0.9562035799026489,0.3048012852668762,0.13275600969791412
9247,0.375,1.0,0.09967883676290512,1.066401720046997,0.6328796744346619,0.128302201628685
9263,0.5625,1.0,0.25117743015289307,0.946067214012146,0.7242110371589661,0.13689199090003967
9279,0.6875,1.0,0.21452222764492035,0.919385552406311,0.6742150187492371,0.1309036910533905
9295,0.6875,1.0,0.17814774811267853,0.9257605075836182,0.6410279870033264,0.12758371233940125
9311,0.625,1.0,-0.17643186450004578,0.9756410717964172,0.31138867139816284,0.14156277477741241
9327,0.6875,1.0,-0.21881605684757233,0.9415823817253113,0.2519751191139221,0.14915719628334045
9343,0.6875,1.0,-0.1748124361038208,0.9508631825447083,0.3006191551685333,0.1553383469581604
