episode,p1_win_rate_batch,p2_oversampling_ratio,actor_loss,critic_loss,total_loss,policy_entropy
783,0.5,1.0,-0.3125244677066803,0.9935383796691895,0.18424472212791443,3.825139045715332
799,0.625,1.0,-0.24847456812858582,0.9457917213439941,0.22442129254341125,3.8257126808166504
815,0.4375,1.0,-0.17560571432113647,0.9341809153556824,0.2914847433567047,3.820687770843506
831,0.375,1.0,-0.0063321287743747234,0.9819400310516357,0.48463788628578186,3.8193130493164062
847,0.5,1.0,-0.027860378846526146,0.9841864705085754,0.464232861995697,3.821735143661499
863,0.6875,1.0,-0.13629065454006195,0.9460163712501526,0.33671754598617554,3.816358804702759
879,0.5,1.0,0.10824956744909286,1.008871078491211,0.6126850843429565,3.8133699893951416
895,0.5625,1.0,-0.010073235258460045,0.9776912331581116,0.47877237200737,3.8100664615631104
911,0.6875,1.0,0.18622064590454102,0.9651180505752563,0.6687796711921692,3.8161425590515137
927,0.625,1.0,0.07319830358028412,0.9138728976249695,0.5301347374916077,3.8049521446228027
943,0.6875,1.0,0.07644867151975632,1.048634648323059,0.6007660031318665,3.7946341037750244
959,0.75,1.0,-0.022929657250642776,0.980029284954071,0.46708497405052185,3.7975234985351562
975,0.5625,1.0,0.2498541921377182,0.9372445344924927,0.7184764742851257,3.790611505508423
991,0.25,1.0,-0.15887725353240967,0.9669167399406433,0.324581116437912,3.7834696769714355
1007,0.625,1.0,0.1970212161540985,0.8853210210800171,0.6396816968917847,3.776526927947998
1023,0.5,1.0,0.12094565480947495,0.9406959414482117,0.5912936329841614,3.7639992237091064
1039,0.5625,1.0,-0.004516535438597202,0.9787848591804504,0.48487588763237,3.7559001445770264
1055,0.5,1.0,0.07133004069328308,0.9520330429077148,0.5473465919494629,3.73822283744812
1071,0.5,1.0,-0.03869808092713356,0.909195065498352,0.41589945554733276,3.726168155670166
1087,0.5625,1.0,-0.08286431431770325,1.0060317516326904,0.42015156149864197,3.708256244659424
1103,0.625,1.0,-0.10266707092523575,0.9222697615623474,0.35846781730651855,3.6943583488464355
1119,0.5,1.0,-0.0937093049287796,1.0720666646957397,0.44232404232025146,3.664851188659668
1135,0.75,1.0,-0.44818115234375,0.9722670316696167,0.03795236349105835,3.65889310836792
1151,0.5625,1.0,-0.14557866752147675,1.0233620405197144,0.36610233783721924,3.6485135555267334
1167,0.5,1.0,-0.3505361080169678,1.019738793373108,0.15933328866958618,3.6316416263580322
1183,0.6875,1.0,0.18762615323066711,0.9670446515083313,0.6711484789848328,3.602900981903076
1199,0.75,1.0,0.019796675071120262,0.9699167013168335,0.5047550201416016,3.6000020503997803
1215,0.5,1.0,-0.04999770224094391,0.9699499607086182,0.43497729301452637,3.579315423965454
1231,0.4375,1.0,0.0580081008374691,1.0455740690231323,0.5807951092720032,3.5695245265960693
1247,0.3125,1.0,0.19280031323432922,0.9241941571235657,0.6548973917961121,3.561122179031372
1263,0.625,1.0,-0.14915116131305695,1.003998041152954,0.3528478741645813,3.556626796722412
1279,0.5625,1.0,-0.01695791818201542,0.8944163918495178,0.43025028705596924,3.5173890590667725
1295,0.375,1.0,0.058937449008226395,0.9815113544464111,0.5496931076049805,3.4951171875
1311,0.625,1.0,-0.18886135518550873,0.9484423995018005,0.28535985946655273,3.4896061420440674
1327,0.4375,1.0,-0.11455809324979782,1.1151288747787476,0.44300633668899536,3.478935956954956
1343,0.5,1.0,-0.26611173152923584,0.9984790086746216,0.23312777280807495,3.4554712772369385
1359,0.5,1.0,-0.10991600900888443,0.9233534336090088,0.35176071524620056,3.423424005508423
1375,0.375,1.0,0.01945449225604534,0.9990951418876648,0.5190020799636841,3.404676675796509
1391,0.75,1.0,-0.1433529406785965,0.9450184106826782,0.3291562795639038,3.3997604846954346
1407,0.6875,1.0,0.2461591511964798,0.9781778454780579,0.7352480888366699,3.375103712081909
1423,0.5625,1.0,0.0733773484826088,0.9733594655990601,0.5600571036338806,3.385197639465332
1439,0.8125,1.0,-0.02602916769683361,0.9273518323898315,0.437646746635437,3.346215009689331
1455,0.4375,1.0,-0.12932933866977692,0.9876270890235901,0.36448419094085693,3.320923089981079
1471,0.75,1.0,-0.07518836855888367,1.0007705688476562,0.42519691586494446,3.312525987625122
1487,0.375,1.0,0.020297812297940254,0.9921594262123108,0.5163775086402893,3.2720372676849365
1503,0.5,1.0,0.23354093730449677,0.9551796913146973,0.7111307978630066,3.297043561935425
1519,0.625,1.0,-0.11741381883621216,0.9626504182815552,0.36391139030456543,3.2780158519744873
1535,0.5625,1.0,-0.14485809206962585,1.028032898902893,0.3691583573818207,3.22405743598938
1551,0.625,1.0,0.22748644649982452,0.9433698654174805,0.6991713643074036,3.2060039043426514
1567,0.4375,1.0,-0.33132100105285645,0.9172415137290955,0.12729975581169128,3.200648784637451
1583,0.4375,1.0,-0.26026955246925354,0.9769772291183472,0.22821906208992004,3.176872968673706
1599,0.3125,1.0,-0.2965227961540222,1.0103858709335327,0.20867013931274414,3.1032652854919434
1615,0.5,1.0,0.024404674768447876,0.9683959484100342,0.5086026191711426,3.105783224105835
1631,0.3125,1.0,0.16322189569473267,1.0497674942016602,0.6881056427955627,3.0460622310638428
1647,0.4375,1.0,-0.21172280609607697,0.9889190793037415,0.28273671865463257,3.029294490814209
1663,0.625,1.0,-0.14577241241931915,0.9794169068336487,0.343936026096344,3.0223116874694824
1679,0.5,1.0,0.04509485885500908,1.013515830039978,0.5518527626991272,2.9879534244537354
1695,0.625,1.0,-0.1006184071302414,0.8811882734298706,0.3399757146835327,2.9918439388275146
1711,0.625,1.0,0.16013292968273163,0.8970850110054016,0.6086754202842712,2.9642395973205566
1727,0.375,1.0,0.3289163112640381,1.0037760734558105,0.8308043479919434,2.904510498046875
1743,0.5625,1.0,0.06718144565820694,0.9770322442054749,0.5556975603103638,2.9188637733459473
1759,0.5625,1.0,0.006982025690376759,0.9782072901725769,0.49608567357063293,2.854301929473877
1775,0.375,1.0,-0.20028439164161682,1.0335878133773804,0.31650951504707336,2.834613561630249
1791,0.5625,1.0,-0.17699457705020905,0.8887632489204407,0.2673870325088501,2.83345627784729
1807,0.625,1.0,-0.12806209921836853,0.9877358675003052,0.36580583453178406,2.7919561862945557
1823,0.375,1.0,0.20714862644672394,1.0277124643325806,0.721004843711853,2.823371410369873
1839,0.5625,1.0,0.0021740905940532684,0.9331111907958984,0.4687296748161316,2.718721389770508
1855,0.625,1.0,0.16867825388908386,0.9624345898628235,0.6498955488204956,2.664393424987793
1871,0.625,1.0,0.12713631987571716,1.0798453092575073,0.6670589447021484,2.6712937355041504
1887,0.375,1.0,0.20389102399349213,0.9255135655403137,0.6666477918624878,2.590880870819092
1903,0.625,1.0,0.09152717143297195,0.9227544665336609,0.5529044270515442,2.5096726417541504
1919,0.5,1.0,-0.0565740205347538,0.9173644185066223,0.40210819244384766,2.4001224040985107
1935,0.5,1.0,-0.31843623518943787,0.9639240503311157,0.16352578997612,2.3386974334716797
1951,0.375,1.0,-0.2655920088291168,0.9398736953735352,0.20434483885765076,2.238523483276367
1967,0.5,1.0,-0.1402299851179123,0.9558678865432739,0.3377039432525635,2.2131175994873047
1983,0.25,1.0,0.12617920339107513,0.8260049223899841,0.539181649684906,2.2343592643737793
1999,0.6875,1.0,0.2994312047958374,0.9361740350723267,0.7675182223320007,2.084996461868286
2015,0.6875,1.0,0.09940660744905472,0.9471611976623535,0.5729871988296509,2.013411521911621
2031,0.75,1.0,0.10285574942827225,0.9710317254066467,0.5883716344833374,2.008803129196167
2047,0.4375,1.0,0.03727445751428604,0.8681899905204773,0.4713694453239441,1.863311529159546
2063,0.4375,1.0,0.018284840509295464,0.8523561358451843,0.4444628953933716,1.852034568786621
2079,0.25,1.0,-0.07109369337558746,0.9830392599105835,0.4204259514808655,1.7285212278366089
2095,0.5625,1.0,-0.229249507188797,1.033394694328308,0.28744783997535706,1.6328366994857788
2111,0.5,1.0,0.02976427972316742,0.9708215594291687,0.5151750445365906,1.6370927095413208
2127,0.75,1.0,0.23754839599132538,1.1077803373336792,0.7914385795593262,1.534608006477356
2143,0.375,1.0,0.17952245473861694,0.9864615201950073,0.6727532148361206,1.4305903911590576
2159,0.5625,1.0,-0.02230360172688961,0.9528585076332092,0.45412564277648926,1.5516290664672852
2175,0.4375,1.0,-0.05121832340955734,1.095733880996704,0.4966486096382141,1.499619722366333
2191,0.5625,1.0,-0.10974208265542984,0.8605990409851074,0.32055744528770447,1.4823997020721436
2207,0.5625,1.0,-0.024227535352110863,0.8547008633613586,0.4031229019165039,1.445163369178772
2223,0.5625,1.0,0.28602418303489685,1.0249409675598145,0.7984946966171265,1.3760740756988525
2239,0.4375,1.0,0.021099930629134178,0.9489659667015076,0.4955829083919525,1.3151822090148926
2255,0.6875,1.0,0.09740155190229416,1.138495922088623,0.6666495203971863,1.2603967189788818
2271,0.5625,1.0,-0.1608012616634369,0.9457473158836365,0.31207239627838135,1.227795958518982
2287,0.375,1.0,-0.23950029909610748,0.9396281242370605,0.2303137630224228,1.1898902654647827
2303,0.6875,1.0,0.06828323006629944,0.8272221088409424,0.48189428448677063,1.1598238945007324
2319,0.3125,1.0,0.17303535342216492,0.995851457118988,0.6709610819816589,1.1251081228256226
2335,0.6875,1.0,0.06951141357421875,0.9070650339126587,0.5230439305305481,1.1415469646453857
2351,0.4375,1.0,-0.01732802949845791,1.1322085857391357,0.5487762689590454,1.110832691192627
2367,0.5,1.0,-0.051526203751564026,0.8709154725074768,0.3839315176010132,0.9939966797828674
2383,0.625,1.0,0.01923508569598198,0.8866286277770996,0.4625493884086609,1.0701651573181152
2399,0.375,1.0,-0.27689868211746216,0.9756044149398804,0.21090352535247803,0.935961127281189
2415,0.625,1.0,-0.2650996446609497,0.954879641532898,0.21234017610549927,0.8373529314994812
2431,0.625,1.0,-0.3190769851207733,0.9385107159614563,0.15017837285995483,0.9970815777778625
2447,0.5625,1.0,0.10715758800506592,1.0628256797790527,0.6385704278945923,0.8071524500846863
2463,0.5625,1.0,0.14773797988891602,1.0520354509353638,0.6737557053565979,0.8481971621513367
2479,0.625,1.0,0.4633345305919647,0.9471355080604553,0.9369022846221924,0.8026133179664612
2495,0.5625,1.0,0.4360499083995819,1.1203973293304443,0.9962486028671265,0.8113093972206116
2511,0.4375,1.0,0.21088135242462158,0.9804165363311768,0.70108962059021,0.8982453942298889
2527,0.6875,1.0,-0.04159320890903473,0.8730790019035339,0.39494627714157104,0.8738595843315125
2543,0.625,1.0,-0.38630959391593933,0.9972455501556396,0.1123131811618805,0.7642186880111694
2559,0.6875,1.0,-0.3118332624435425,1.140573263168335,0.258453369140625,0.8553876280784607
2575,0.5,1.0,-0.3656851649284363,1.0251914262771606,0.14691054821014404,0.733434796333313
2591,0.625,1.0,-0.2573942542076111,0.9783331155776978,0.2317723035812378,0.8052353262901306
2607,0.625,1.0,-0.1665111631155014,0.946708619594574,0.3068431615829468,0.8492506742477417
2623,0.5,1.0,-0.10691741108894348,0.8482389450073242,0.31720206141471863,0.8614602088928223
2639,0.5,1.0,0.27958744764328003,0.9383808970451355,0.7487778663635254,0.8198809027671814
2655,0.6875,1.0,0.25930845737457275,1.0186574459075928,0.7686371803283691,0.7187389731407166
2671,0.5,1.0,0.08943398296833038,1.0249643325805664,0.6019161343574524,0.7937909960746765
2687,0.625,1.0,0.143613800406456,1.0049216747283936,0.646074652671814,0.8160654902458191
2703,0.4375,1.0,-0.08003929257392883,1.03508460521698,0.43750301003456116,0.8396353125572205
2719,0.5625,1.0,-0.1584392488002777,1.0623549222946167,0.37273821234703064,0.808498740196228
2735,0.5,1.0,-0.14776165783405304,0.9801025390625,0.34228962659835815,0.7945421934127808
2751,0.625,1.0,-0.07092425227165222,1.0408196449279785,0.44948557019233704,0.8621461391448975
2767,0.375,1.0,-0.18135957419872284,1.1368532180786133,0.3870670199394226,0.7759371399879456
2783,0.625,1.0,-0.09840324521064758,0.9445726871490479,0.37388309836387634,0.7714307308197021
2799,0.5625,1.0,0.18754976987838745,0.9819939136505127,0.6785467267036438,0.7333847284317017
2815,0.5625,1.0,0.00036378917866386473,0.9192204475402832,0.4599740207195282,0.7696675658226013
2831,0.3125,1.0,0.20226365327835083,1.054199457168579,0.7293633818626404,0.7418554425239563
2847,0.5,1.0,0.1259901225566864,0.9755476117134094,0.6137639284133911,0.8000155091285706
2863,0.375,1.0,0.050307586789131165,0.9692330360412598,0.5349240899085999,0.7534763813018799
2879,0.375,1.0,-0.24159839749336243,1.0649081468582153,0.29085567593574524,0.7656469941139221
2895,0.5625,1.0,-0.28060969710350037,1.0238685607910156,0.23132458329200745,0.769746720790863
2911,0.375,1.0,-0.020418917760252953,1.0623525381088257,0.510757327079773,0.7836133241653442
2927,0.5625,1.0,-0.19708943367004395,0.9432457089424133,0.2745334208011627,0.7383689880371094
2943,0.625,1.0,-0.138115793466568,0.9641611576080322,0.3439647853374481,0.6990039348602295
2959,0.5625,1.0,0.044017352163791656,0.9567686915397644,0.5224016904830933,0.6525911688804626
2975,0.625,1.0,0.15781813859939575,1.0191084146499634,0.6673723459243774,0.6851199865341187
2991,0.5625,1.0,0.1737835705280304,0.9721657633781433,0.659866452217102,0.6656956672668457
3007,0.5,1.0,0.34790509939193726,1.0174745321273804,0.8566423654556274,0.642485499382019
3023,0.4375,1.0,-0.05583163723349571,1.0305812358856201,0.45945897698402405,0.6380042433738708
3039,0.5,1.0,-0.06132955849170685,1.0417503118515015,0.4595456123352051,0.5907940864562988
3055,0.375,1.0,-0.310803085565567,1.0506442785263062,0.21451905369758606,0.6018542647361755
3071,0.4375,1.0,-0.2201594114303589,1.006578803062439,0.2831299901008606,0.5942288637161255
3087,0.4375,1.0,-0.07056361436843872,0.9688333868980408,0.41385307908058167,0.6045594215393066
3103,0.3125,1.0,-0.09366241097450256,1.0124629735946655,0.4125690758228302,0.5941299200057983
3119,0.4375,1.0,0.07703467458486557,0.9867838621139526,0.5704265832901001,0.6023426055908203
3135,0.4375,1.0,0.2452741116285324,1.0367250442504883,0.7636366486549377,0.5989381074905396
3151,0.5,1.0,0.07954559475183487,0.9527055025100708,0.5558983683586121,0.6116706132888794
3167,0.375,1.0,0.11149806529283524,0.964230477809906,0.59361332654953,0.5558191537857056
3183,0.5,1.0,-0.12285302579402924,0.9626294374465942,0.3584616780281067,0.5612913966178894
3199,0.5,1.0,-0.18960754573345184,0.9442265629768372,0.28250575065612793,0.6017435789108276
3215,0.625,1.0,-0.263170450925827,0.9789896011352539,0.22632434964179993,0.5404759645462036
3231,0.3125,1.0,-0.21148249506950378,1.0183768272399902,0.29770591855049133,0.5239884853363037
3247,0.4375,1.0,-0.09481232613325119,0.9545227885246277,0.38244906067848206,0.5411309003829956
3263,0.5625,1.0,-0.039844851940870285,0.9943633675575256,0.4573368430137634,0.4934292137622833
3279,0.5,1.0,0.10628043860197067,0.9605229496955872,0.5865418910980225,0.5026858448982239
3295,0.625,1.0,0.4306028187274933,0.9882180690765381,0.9247118234634399,0.4960068464279175
3311,0.375,1.0,0.04426282271742821,1.0131083726882935,0.5508170127868652,0.47433969378471375
3327,0.5,1.0,-0.10485862195491791,0.9334084391593933,0.36184561252593994,0.4529828727245331
3343,0.625,1.0,-0.11896875500679016,0.9948021173477173,0.3784323036670685,0.4735930860042572
3359,0.6875,1.0,-0.11896554380655289,0.9475170969963074,0.3547930121421814,0.4522804319858551
3375,0.5625,1.0,0.08412875980138779,0.9430066347122192,0.5556320548057556,0.4762708842754364
3391,0.6875,1.0,-0.03765914589166641,0.9775118231773376,0.451096773147583,0.4800948202610016
3407,0.4375,1.0,0.060626525431871414,0.9875741600990295,0.5544136166572571,0.5099385976791382
3423,0.625,1.0,-0.18659144639968872,0.9383030533790588,0.2825600802898407,0.5153894424438477
3439,0.5625,1.0,-0.09735629707574844,0.9244515895843506,0.36486950516700745,0.551317036151886
3455,0.875,1.0,-0.005774094723165035,0.9260883927345276,0.4572701156139374,0.5589731931686401
3471,0.4375,1.0,0.14636392891407013,0.9761572480201721,0.6344425678253174,0.5610024929046631
3487,0.375,1.0,0.19795194268226624,1.0324658155441284,0.7141848802566528,0.5669147968292236
3503,0.1875,1.0,0.05427450314164162,1.0075759887695312,0.5580624938011169,0.6008230447769165
3519,0.625,1.0,-0.013318483717739582,0.9527011513710022,0.4630320966243744,0.623841404914856
3535,0.625,1.0,0.1306709349155426,0.9932519197463989,0.6272969245910645,0.664827823638916
3551,0.5625,1.0,0.01608087122440338,0.9524322748184204,0.4922969937324524,0.6680116653442383
3567,0.4375,1.0,-0.06822703778743744,0.9894738793373108,0.42650991678237915,0.7297478318214417
3583,0.625,1.0,-0.2196427434682846,1.0072910785675049,0.28400278091430664,0.7129637002944946
3599,0.8125,1.0,-0.15338025987148285,0.9776552319526672,0.33544737100601196,0.724554181098938
3615,0.5,1.0,-0.015613879077136517,0.9604007005691528,0.464586466550827,0.7191033959388733
3631,0.6875,1.0,0.04466056451201439,0.9268431067466736,0.5080820918083191,0.7426983714103699
3647,0.5,1.0,0.28652888536453247,0.9615636467933655,0.7673107385635376,0.7256508469581604
3663,0.5,1.0,0.13373851776123047,0.9541624188423157,0.6108196973800659,0.7055291533470154
3679,0.5625,1.0,-0.1512424498796463,0.9304713606834412,0.3139932155609131,0.7026923894882202
3695,0.5625,1.0,-0.1860470026731491,0.9402556419372559,0.2840808033943176,0.685215413570404
3711,0.625,1.0,-0.11772746592760086,0.9604222774505615,0.3624836802482605,0.6915234923362732
3727,0.5,1.0,0.0006091713439673185,1.0008254051208496,0.5010218620300293,0.6993821859359741
3743,0.3125,1.0,0.17738758027553558,1.0599963665008545,0.707385778427124,0.6918820738792419
3759,0.375,1.0,0.1183793768286705,1.0041121244430542,0.6204354166984558,0.7039806842803955
3775,0.4375,1.0,-0.09286650270223618,0.981270432472229,0.39776870608329773,0.7075878977775574
3791,0.4375,1.0,-0.008258653804659843,0.9924910664558411,0.48798689246177673,0.7009785771369934
3807,0.375,1.0,-0.3649881184101105,1.023952841758728,0.14698830246925354,0.7139539122581482
3823,0.5,1.0,0.01347073819488287,0.9449073672294617,0.4859244227409363,0.6989399790763855
3839,0.5625,1.0,-0.07761214673519135,0.9196325540542603,0.3822041153907776,0.6868458986282349
3855,0.6875,1.0,0.00189878698438406,0.9479628205299377,0.4758802056312561,0.6447609663009644
3871,0.5625,1.0,0.14704859256744385,0.9494941830635071,0.621795654296875,0.6215375065803528
3887,0.5625,1.0,0.09607891738414764,0.9441947340965271,0.56817626953125,0.5932113528251648
3903,0.375,1.0,-0.06059756502509117,0.9970152378082275,0.4379100501537323,0.585213840007782
3919,0.5,1.0,0.006582128349691629,0.945142924785614,0.4791536033153534,0.6148669123649597
3935,0.625,1.0,-0.17861153185367584,0.9515141248703003,0.2971455454826355,0.6143169403076172
3951,0.5625,1.0,-0.059210263192653656,0.9382897019386292,0.4099345803260803,0.5525530576705933
3967,0.5,1.0,-0.013569250702857971,0.9745131134986877,0.4736872911453247,0.5425090193748474
3983,0.4375,1.0,-0.10138183832168579,1.0674052238464355,0.432320773601532,0.505468487739563
3999,0.5625,1.0,-0.0582161508500576,1.0388507843017578,0.461209237575531,0.46076586842536926
4015,0.875,1.0,-0.018119681626558304,0.9252058267593384,0.44448322057724,0.4592415690422058
4031,0.5625,1.0,-0.04641750454902649,0.9439399838447571,0.42555248737335205,0.47402557730674744
4047,0.4375,1.0,0.06087903678417206,0.980962872505188,0.5513604879379272,0.44216641783714294
4063,0.75,1.0,-0.06382959336042404,0.9373831748962402,0.4048619866371155,0.4339945316314697
4079,0.6875,1.0,0.04699236899614334,0.949776291847229,0.5218805074691772,0.42776525020599365
4095,0.5,1.0,-0.03142542392015457,1.0812618732452393,0.5092055201530457,0.41705766320228577
4111,0.625,1.0,0.003358013229444623,0.8872870802879333,0.44700154662132263,0.4035731256008148
4127,0.5,1.0,0.006652014330029488,0.9023739099502563,0.4578389823436737,0.4271485507488251
4143,0.5,1.0,-0.2559877634048462,1.1090933084487915,0.29855889081954956,0.4009006917476654
4159,0.75,1.0,-0.15369488298892975,0.984316349029541,0.33846330642700195,0.4246160387992859
4175,0.6875,1.0,-0.05950118228793144,0.9417954683303833,0.4113965630531311,0.4081953167915344
4191,0.625,1.0,-0.12425216287374496,0.9552318453788757,0.3533637523651123,0.44307002425193787
4207,0.5,1.0,-0.03293869271874428,0.884546160697937,0.4093343913555145,0.41912564635276794
4223,0.6875,1.0,0.24656948447227478,0.9855054020881653,0.7393221855163574,0.4315142035484314
4239,0.625,1.0,-0.006518062204122543,0.91743403673172,0.45219895243644714,0.41714853048324585
4255,0.5625,1.0,0.014292445965111256,1.027097463607788,0.5278411507606506,0.4045666754245758
4271,0.5625,1.0,-0.038310445845127106,0.9274271726608276,0.4254031479358673,0.4037766754627228
4287,0.5625,1.0,0.05624064803123474,1.006609320640564,0.5595452785491943,0.4390115737915039
4303,0.625,1.0,-0.3236980438232422,1.0230045318603516,0.1878042221069336,0.42726078629493713
4319,0.625,1.0,-0.10153961926698685,0.8838112354278564,0.340366005897522,0.4347626864910126
4335,0.4375,1.0,0.07365339249372482,1.021986722946167,0.5846467614173889,0.4419119358062744
4351,0.4375,1.0,-0.09994982182979584,0.9624398946762085,0.3812701106071472,0.46650630235671997
4367,0.5625,1.0,-0.10801763832569122,0.9436551332473755,0.3638099431991577,0.47660061717033386
4383,0.75,1.0,0.07965653389692307,0.8878549933433533,0.5235840082168579,0.4673553705215454
4399,0.625,1.0,-0.0474669374525547,1.0094608068466187,0.4572634696960449,0.43151795864105225
4415,0.5,1.0,0.04242522642016411,1.0429766178131104,0.5639135241508484,0.38998645544052124
4431,0.5625,1.0,0.14166070520877838,1.042205572128296,0.6627634763717651,0.36382612586021423
4447,0.8125,1.0,-0.018380355089902878,0.9343163371086121,0.44877782464027405,0.34437963366508484
4463,0.6875,1.0,0.053029950708150864,0.904116153717041,0.5050880312919617,0.3474401831626892
4479,0.25,1.0,-0.1059223935008049,1.0097843408584595,0.39896976947784424,0.3350747525691986
4495,0.5,1.0,-0.22413408756256104,0.9534527659416199,0.2525922954082489,0.3537043333053589
4511,0.4375,1.0,-0.18867383897304535,0.9673827886581421,0.2950175404548645,0.33820825815200806
4527,0.625,1.0,-0.016632206737995148,0.9517495036125183,0.4592425525188446,0.3620840013027191
4543,0.6875,1.0,0.09570462256669998,1.0451273918151855,0.6182683110237122,0.39169660210609436
4559,0.6875,1.0,0.03767678141593933,0.9552251696586609,0.5152893662452698,0.3948572278022766
4575,0.5625,1.0,0.1052127406001091,0.9306336045265198,0.5705295205116272,0.41911202669143677
4591,0.625,1.0,-0.09777192026376724,0.9814379215240479,0.3929470479488373,0.4234905540943146
4607,0.75,1.0,0.03566998615860939,0.8307353854179382,0.4510376751422882,0.4397850036621094
4623,0.4375,1.0,-0.05169418081641197,0.9032837748527527,0.3999477028846741,0.4597134292125702
4639,0.75,1.0,-0.1772392839193344,0.8602103590965271,0.25286591053009033,0.458868145942688
4655,0.6875,1.0,-0.007762690540403128,0.9608609676361084,0.47266778349876404,0.45765939354896545
4671,0.375,1.0,0.12949757277965546,0.9851408004760742,0.6220679879188538,0.4723954200744629
4687,0.375,1.0,0.009276383556425571,1.0193907022476196,0.5189717411994934,0.465628981590271
